id;kvk;naam;type;identifier
aed56285-05b7-43cf-a904-40d9561db9dd;30114487;Sialtech B.V.;Overig;
82b63a9f-8a18-42c2-acda-4d3d24225d99;30124359;ProRail B.V.;Overig;
caa69efc-5379-4e45-ae71-7bb8756806cc;30128364;Van Dijk Geo- en Milieutechniek;Overig;
8ae2c75b-9366-47c6-8af7-9c7d1edc2c5d;30129769;Sweco Nederland B.V.;Overig;
745c8d45-745a-426b-be23-030ff8325a71;30152124;LievenseCSO Milieu B.V.;Overig;
03232e8b-f349-403f-8d8e-b102a8d795c7;30169759;Aveco de Bondt;Overig;
dd8474b5-1f77-4243-a452-86a2d481a68a;30171797;GOconnectIT B.V.;Overig;
422e9932-2f8f-49a5-9c7c-f308cb062f9f;30192532;Energeo B.V.;Overig;
6ceb4603-d6e1-4a06-90b4-951b710ce320;30203750;Koenders & Partners adviseurs en procesmanagers B.V.;Overig;
924ae556-13c4-408c-8da4-ad1c88abfbd6;30272405;Gemeente Maasdriel;Gemeente;GM0263
17e92b4f-909a-492f-b6e8-f9fc921a50ac;30276311;Gemeente Neder-Betuwe;Gemeente;GM1740
8b5b9566-70de-40a7-8c71-8178afad15f9;30276683;Rijksinstituut voor Volksgezondheid en Milieu;Overig;
061fc1ee-3f3d-4ae1-8bc2-5afc7637de59;30276781;Gemeente Zaltbommel;Gemeente;GM0297
91859dd9-45ef-4820-9140-b829e7bc61bf;30276831;Hoogheemraadschap De Stichtse Rijnlanden;Waterschap;WS14
6e6d8a2a-b46b-44bf-a980-1f007977781a;30276854;Gemeente West Maas en Waal;Gemeente;GM0668
dc1607b4-d6a4-4ce0-93c3-191f6bec9575;30276892;Gemeente Leerdam;Overig;
37e08587-67f2-47a9-80ee-f62a8652feda;30277029;Gemeente Nieuwegein;Gemeente;GM0356
59d15333-eb46-4fd6-8c51-a112d875647c;30277172;Provincie Utrecht;Provincie;PV26
24436435-3b5f-4d40-b227-f34b0bd0f3ac;30277195;Gemeente Montfoort;Gemeente;GM0335
094953eb-0bab-41fe-96be-10c875076e42;30278157;Gemeente Buren;Gemeente;GM0214
ba06b8dc-a25f-4620-a36f-4552706a9e60;30278213;Gemeente Bunnik;Gemeente;GM0312
00f4ccd5-d92b-48ce-a277-c38a3d1d5d4f;30278756;Gemeente Culemborg;Gemeente;GM0216
786cdac9-7acc-4da8-8710-c6356daa4054;30279480;Gemeente Druten;Gemeente;GM0225
56ccdecb-e30a-4074-9660-02d546b7a057;30279619;Gemeente Houten;Gemeente;GM0321
e7d2f998-d2a2-4620-b6b7-33473626fbe5;30279625;Gemeente IJsselstein;Gemeente;GM0353
70b37e65-e5a5-4965-a40d-dac647daec0d;30279669;Gemeente Wijk bij Duurstede;Gemeente;GM0352
62f2b782-d75b-4db4-901d-66d290c80b32;30280353;Gemeente Utrecht;Gemeente;GM0344
e2e6ba01-65c7-4364-bb34-12bae89b8a75;30280479;Gemeente Gorinchem;Gemeente;GM0512
6dc37f45-76dc-4046-a275-dc8241352ca0;30280563;Gemeente Neerijnen;Overig;
82ecc9eb-b3eb-41f6-9cf5-1107a2c718f2;30280709;Gemeente Giessenlanden;Overig;
436b6376-2777-4bc0-952e-d52e2a91da4e;30281419;Waterschap Rivierenland;Waterschap;WS09
a39fc680-75e5-406d-bf73-8196364a38a0;30282147;Gemeente Tiel;Gemeente;GM0281
e6dfc990-eb25-4272-97d8-54d17ba39a6f;30282562;Gemeente De Ronde Venen;Gemeente;GM0736
c74f0716-1516-4bdc-8778-3d9875de1c3b;30283218;Gemeente Rhenen;Gemeente;GM0340
7b5d1296-2555-49e2-8108-93c043e80549;30286180;Gemeente Lingewaal;Overig;
6441c6f9-0158-420d-9db6-fbc3413cf418;30286795;Gemeente De Bilt;Gemeente;GM0310
1bc85d10-f011-4ea2-9269-d1687be5d35f;32068654;PJ Milieu B.V.;Overig;
88b15d60-d2a6-43a5-8886-9cab9acf64ec;32160938;Gemeente Amersfoort;Gemeente;GM0307
aea07479-4259-4699-8a55-de3f81e0cb3e;32163726;Gemeente Renswoude;Gemeente;GM0339
236edc48-068e-484d-bd90-4d7202bc7099;32163787;Gemeente Soest;Gemeente;GM0342
28701a59-3f83-4db8-9826-3a45527cca84;32164084;Waterschap Zuiderzeeland;Waterschap;WS37
47bf453a-da82-4db1-b9fc-f121752449de;32164140;Provincie Flevoland;Provincie;PV24
fca960ca-1a41-419b-8de3-6f267a1712bb;32164515;Gemeente Zeewolde;Gemeente;GM0050
c1bba9c0-623b-4676-b92b-48bb1cd5ce6a;32164984;Gemeente Almere;Gemeente;GM0034
1b961240-390c-4f9c-9e63-eae1314a46f8;32165063;Gemeente Wijdemeren;Gemeente;GM1696
38abf2fc-8f24-4236-b72c-01e62f092c47;32165156;Gemeente Nijkerk;Gemeente;GM0267
315fdc4b-9116-4ebe-81b5-d2fe37192039;32165160;Gemeente Bunschoten;Gemeente;GM0313
60ff8776-1426-489f-8b20-0a3fb081c4a4;32165235;Gemeente Weesp;Gemeente;GM0457
4240aabe-e6ae-4cb7-a21a-5d7063e78ab9;32165460;Gemeente Dronten;Gemeente;GM0303
ec1a2b2a-c24c-4bd7-9ba6-e2e4f2976add;32166112;Gemeente Huizen;Gemeente;GM0406
e951278b-842e-43aa-b7b4-76c2ee2c813b;32166227;Gemeente Urk;Gemeente;GM0184
36ddc385-2b61-4408-94f4-074d3003532b;32167607;Gemeente Baarn;Gemeente;GM0308
13076227-f1bf-46a7-9442-b77d726b5b81;32167695;Gemeente Leusden;Gemeente;GM0327
4873062d-4737-4821-899f-4d829828059d;32168248;Gemeente Scherpenzeel;Gemeente;GM0279
319338fa-c7c4-4388-a757-364b78e9081c;32168837;Gemeente Blaricum;Gemeente;GM0376
e99d4f03-7dae-4ba7-88bc-7f2d64e8e306;32169164;Gemeente Laren;Gemeente;GM0417
dc065199-32ff-4481-b96e-cb4eee79b953;32170038;Gemeente Eemnes;Gemeente;GM0317
819cb674-b0a3-47c4-bf7f-b7731b2bfd86;32170205;Gemeente Noordoostpolder;Gemeente;GM0171
d74cbd55-6562-4fcb-852f-95bfc5adf7d6;32170443;Gemeente Hilversum;Gemeente;GM0402
969d4523-37ec-4182-b2c8-fbc5f2ff9742;33056888;Strukton Civiel Noord & Oost B.V.;Overig;
26b9fc83-95ce-4bfc-afad-bc14f3e69dc4;33154028;Ballast Nedam Infra B.V.;Overig;
4e08aed7-f414-4863-a5e6-18077ddbb68d;33223543;Wareco Amsterdam B.V.;Overig;
8d64bb5f-bcbe-40f9-b5bf-045ebf96daab;34057287;Tjaden B.V.;Overig;
1f396f7a-b5fc-4b6a-85db-5952e170d1f0;34072007;N.V. PWN Waterleidingbedrijf Noord-Holland;Overig;
ddcd2bd6-32f5-498f-b01f-ea177113a172;34082755;BK Ingenieurs B.V.;Overig;
6bf31622-6a8c-4781-b964-d6d11f364e5d;34171248;CRUX Engineering B.V.;Overig;
95257381-90c6-47cf-9c8c-7fcc27c11e79;34182597;Van Harlingen Grondwater Management B.V.;Overig;
63ac3e3a-3a8b-444d-a038-95810c4232af;34359301;Gemeente Haarlemmerliede en Spaarnwoude;Overig;
599dbabf-e3e0-4d25-a337-c01b1b6fc23b;34359304;Gemeente Bloemendaal;Gemeente;GM0377
56f6069c-6a33-4d70-8587-5c7c73407a9a;34359313;Gemeente Ouder-Amstel;Gemeente;GM0437
4b51f201-3cb0-458b-917d-1e7e3efabbba;34360267;Waterschap Amstel, Gooi en Vecht;Waterschap;WS31
146af3b4-257e-418f-bd81-af1b0b133fb1;34362237;Gemeente Aalsmeer;Gemeente;GM0358
7379932c-39c5-4c94-89b1-b39b69dcf7fb;34362354;Provincie Noord-Holland;Provincie;PV27
7fbdc2f8-17aa-4d26-9a40-c2538957021d;34363827;Gemeente Landsmeer;Gemeente;GM0415
3b01a90c-e6d4-492a-9a0c-d81924ed62b3;34363838;Gemeente Uitgeest;Gemeente;GM0450
215cb03a-dee6-4793-8217-fa00b4c0d969;34363858;Gemeente Zandvoort;Gemeente;GM0473
58123de2-befd-4ecc-a3ef-9fc5aa72e63a;34365024;Gemeente Amstelveen;Gemeente;GM0362
0b4604c1-766c-4371-b2e9-397e9117aaca;34366966;Gemeente Amsterdam;Gemeente;GM0363
38ee67f9-fe84-4064-a14f-75707ea2231a;34367942;Gemeente Zaanstad;Gemeente;GM0479
e7904b74-fbfb-49c6-b517-55bed2ff8bf0;34368749;Gemeente Heemskerk;Gemeente;GM0396
9173b8a1-5f6e-4c07-8aa4-25b2b219916a;34369366;Gemeente Haarlem;Gemeente;GM0392
f41382f1-8c10-4422-83c9-d07f985c07df;34371004;Gemeente Wormerland;Gemeente;GM0880
c9bf24c9-0fff-4c8a-87eb-9c7ec19d0a88;34371033;Gemeente Oostzaan;Gemeente;GM0431
5b23948a-33ff-40be-a003-3a49da23c56b;34371711;Gemeente Uithoorn;Gemeente;GM0451
385623f5-fcc9-4694-81ab-582f6b09a0a6;34374815;Gemeente Diemen;Gemeente;GM0384
b0623aef-648e-4597-8e89-18facf96e0dd;34379987;Gemeente Beverwijk;Gemeente;GM0375
223f8cbc-78df-403d-a171-c9c823794fe1;34381346;Gemeente Heemstede;Gemeente;GM0397
7dda2be1-c794-4bd0-9f32-cb753ead2942;36039833;Unihorn B.V.;Overig;
3d13b7e3-1151-492b-9bab-9db9e47227ed;37061883;Aannemingsmaatschappij De Vries & Van de Wiel B.V.;Overig;
82231989-3b70-4185-ab98-106e1b4a67a4;37104311;Duwabo B.V.;Overig;
bc9f7042-63ce-4e79-ad40-fe8c95d1a044;37158345;Gemeente Waterland;Gemeente;GM0852
478c02f0-8491-4956-af10-d9396d79596e;37158509;Gemeente Castricum;Gemeente;GM0383
89a174c7-a869-4aac-ad9a-083626186bce;37159077;Gemeente Enkhuizen;Gemeente;GM0388
cef05ec3-028a-4268-b631-5f3b9420958a;37159084;Gemeente Hoorn;Gemeente;GM0405
6746caae-fb08-4353-acdd-eb89b20cb74b;37159104;Gemeente Texel;Gemeente;GM0448
486a03f7-a178-4916-b38e-d756b57bd467;37159195;Gemeente Opmeer;Gemeente;GM0432
1d32e10c-5ba7-4d43-8094-da24a5a9638a;37159339;Gemeente Heerhugowaard;Gemeente;GM0398
8e017a33-37ef-467e-95f4-3fd9b82a719b;37159352;Gemeente Langedijk;Gemeente;GM0416
0cefffa5-1b4a-4943-af63-7f70c0fce1c2;37159392;Gemeente Bergen (NH.);Gemeente;GM0373
b4a059ca-617a-4b5f-a3fb-b59072ca04d8;37159550;Gemeente Stede Broec;Gemeente;GM0532
683dd0e8-8542-4dda-9aa6-5068f12a2182;37159666;Gemeente Heiloo;Gemeente;GM0399
2aa8d8bf-cd4b-4992-bd44-312db93f3729;37159672;Gemeente Medemblik;Gemeente;GM0420
d4055609-bf6d-4c21-b458-5043b4708fa3;37159718;Gemeente Drechterland;Gemeente;GM0498
8405120b-ec67-4571-be51-e3f9218bb37e;37160006;Gemeente Beemster;Gemeente;GM0370
f12f06e7-d2e2-4047-ae63-dba8fa62f361;37160613;Gemeente Den Helder;Gemeente;GM0400
a91d6128-98d2-41a4-8b8d-17d1cb64659f;37161516;Hoogheemraadschap Hollands Noorderkwartier;Waterschap;WS12
dc06c43d-4f6e-4b1f-b034-ed97c77c7a6f;37162503;Gemeente Purmerend;Gemeente;GM0439
b61b37d2-cdc5-471c-9276-75f9a495ea1d;38014985;Tauw b.v.;Overig;
7a49a013-69ae-4334-9208-d540c42b1ccb;38020751;Witteveen+Bos Raadgevende ingenieurs B.V.;Overig;
959086aa-be57-43d5-8537-68c740fb8ec2;39066679;Bedrijfsmilieudienst Flevoland B.V.;Overig;
608cec04-ad4e-4a2f-b346-11941b17d50d;40516730;Vereniging tot Behoud van Natuurmonumenten in Nederland;Overig;
c9481241-ca38-45c1-8d41-38686632c545;41146461;Stichting Deltares;Overig;
05dfdfba-182a-421e-98bb-a8a291af1050;41216593;Stichting Waternet;Overig;
f46785be-9c4e-46e6-bb9a-59b1c63e83fe;50000578;Gemeente Lelystad;Gemeente;GM0995
89cd6085-3305-4316-9d11-b2ba50beac7f;50025929;Gemeente Oegstgeest;Gemeente;GM0579
f2cc3076-de44-440b-be65-167606f98403;50029886;Gemeente Lopik;Gemeente;GM0331
fc0e31d2-839a-415c-a26d-f89508ab5a17;50035452;Gemeente Roerdalen;Gemeente;GM1669
1be52ced-91fb-4b33-9f82-2fdc86e9edaa;50047876;Gemeente Geldermalsen;Overig;
299ea9db-5513-416b-8378-78a0da03fd0f;50052969;Provincie Limburg;Provincie;PV31
0f8f5672-f8b4-415a-8413-78fefd516f7d;50070525;Gemeente Dordrecht;Gemeente;GM0505
d8f96cd1-2f73-449a-bbbe-b48097733a3b;50092812;Gemeente Utrechtse Heuvelrug;Gemeente;GM1581
56b65e91-ae0e-4ed3-a47f-19ec2917929b;50099604;Gemeente Zutphen;Gemeente;GM0301
8fc32b12-6e5a-4653-b583-8ca85d4ac8df;50106236;Gemeente Haaren;Overig;
73cafdc3-e736-456c-8135-c3baaa38ecf6;50115634;Gemeente Velsen;Gemeente;GM0453
f870316a-19a6-47f1-998c-10a035fe6541;50130994;Waterschap Noorderzijlvest;Waterschap;WS34
91b778aa-033e-4a58-9d2d-44b876e8533d;50132768;Gemeente Nuth;Overig;
c44aa4cd-c6e0-4efe-b7a4-156c97d1cc06;50166727;Gemeente Alphen-Chaam;Gemeente;GM1723
bb4a2321-ac91-44ff-9f47-443de5b6a613;50177214;Gemeente Woerden;Gemeente;GM0632
6df944d8-5ac7-4f79-aa37-389b5fa5b836;50182544;Gemeente Veenendaal;Gemeente;GM0345
7030063c-0448-4d87-a107-6d9ac2885a56;50197576;Gemeente Harderwijk;Gemeente;GM0243
92b94b3f-95f4-4e2a-8f54-6f2fdf6d894e;50200097;Ministerie van Binnenlandse Zaken en Koninkrijksrelaties;Overig;
bfa2be5c-0f83-4efd-9b91-883ee778ee9f;50210254;Gemeente Asten;Gemeente;GM0743
682c6ecf-e5e0-4a87-afe7-cf00d24e3bd5;50232274;Gemeente Haaksbergen;Gemeente;GM0158
4caa8308-035f-487a-ae63-dabcb211ffae;50277324;Gemeente Leudal;Gemeente;GM1640
80c4014b-2c89-403b-affa-5f436b8569a6;50296140;Gemeente Staphorst;Gemeente;GM0180
43d00d55-4905-4dd2-8deb-774bcf258b24;50313851;Gemeente Barneveld;Gemeente;GM0203
a6eb17b0-47ec-447f-a802-e6e8c630e1fa;50320408;Gemeente Weert;Gemeente;GM0988
4ee17975-0b0c-48da-ba5b-89c2346b7655;50358944;Gemeente Westvoorne;Gemeente;GM0614
285f49b2-dcee-474b-9998-8720c708d247;50371746;Gemeente Gemert-Bakel;Gemeente;GM1652
ca0f9208-7d60-4c60-8fdb-416503f49c5d;50397052;Gemeente Peel en Maas;Gemeente;GM1894
3d446c9c-5c5f-4ff9-8b21-54f30f0b43ab;50413872;Gemeente Gulpen-Wittem;Gemeente;GM1729
1b44203a-a9ec-479d-a48d-9d88a37d4c83;50443089;Gemeente Meerssen;Gemeente;GM0938
a51ded5e-7d32-40c5-876b-46ab64c2b9ed;50450948;Gemeente Borne;Gemeente;GM0147
0bd7f9ee-74c5-4c48-80ce-d74c5506a310;50466208;Gemeente Mill en Sint Hubert;Gemeente;GM0815
8125306a-1dd3-44af-9b4e-7e4a178af756;50475266;Gemeente Bernheze;Gemeente;GM1721
c67cc7c4-4b96-430a-b4cf-8cdaa8f2923a;50483714;Gemeente Epe;Gemeente;GM0232
b0ce79d5-1509-47e3-aa01-a014719651db;50486349;Gemeente Noordwijkerhout;Overig;
9028017c-70d5-454a-8e7c-e146982f9f8c;50530003;Gemeente Brummen;Gemeente;GM0213
af0ba06c-fa88-45eb-9c4d-7dfb9496a1ff;50537806;Gemeente Haren;Overig;
fec6a244-6710-419d-8cb7-715f6fb55a15;50539728;Gemeente Beek;Gemeente;GM0888
c9afbc49-98ca-4671-8d7a-0818262101c2;50556649;veldapps.com;Overig;
3fed51be-e127-4ecd-a7f9-1f3c1a997862;50582445;Gemeente Koggenland;Gemeente;GM1598
fbf4a2bd-95e1-4df3-af9d-12ff1b687f2c;50595644;Gemeente Zuidplas;Gemeente;GM1892
73331fa0-0f91-45ce-a833-b0f114d67f13;50601628;Gemeente Etten-Leur;Gemeente;GM0777
d1a42fb9-e053-49d6-b451-34f3a1833b31;50616641;Gemeente Oss;Gemeente;GM0828
7720547e-7163-4f33-8a79-621e8583c46c;50638874;Badus Bodem en Water;Overig;
082e249d-86b8-4206-8ff8-52756634573a;50650068;Gemeente Boxmeer;Gemeente;GM0756
65b2cc38-510a-4bed-a4a1-daee6d17bb4f;50651072;Gemeente Borger-Odoorn;Gemeente;GM1681
59fa2064-62cc-4355-ae9d-e9d5a4d34380;50653466;Gemeente Vught;Gemeente;GM0865
eef3ba03-8972-45ec-af5d-b38b7da5362b;50654993;Gemeente Pekela;Gemeente;GM0765
96683fff-8c3d-4048-8d76-f13013476836;50656082;Gemeente Grootegast;Overig;
45d1f854-a283-48a8-a3cc-4d9cc0f431f9;50656813;Gemeente Slochteren;Overig;
66435e18-4e4e-4e53-95ae-e19580402c62;50676725;Gemeente Woudenberg;Gemeente;GM0351
d57fba09-bc17-4665-b898-736de75e60c2;50677969;Hoogheemraadschap van Delfland;Waterschap;WS15
38ccb19b-859b-4611-b1c6-4a0da1d6ff1a;50681044;Gemeente Rijswijk;Gemeente;GM0603
bda4e567-7741-49ca-803a-eaf9e5785fb3;50684442;Compass Infrastructuur Nederland (CIN) B.V.;Overig;
e035ec89-3ac0-4b96-a9fe-1d0a03f96457;50706969;Gemeente Menameradiel;Overig;
5246818e-3378-4ac5-b5d4-ca667a130acf;50738631;Gemeente Weststellingwerf;Gemeente;GM0098
fc4f115f-c8ff-4e3d-b6a8-e1bc534c6b3d;50771752;Gemeente Geertruidenberg;Gemeente;GM0779
70841959-754c-4fd6-94a0-6370b2e5cea6;50778692;Gemeente Kerkrade;Gemeente;GM0928
694a2573-3067-41b8-a433-b405b47151fb;50788590;Gemeente Assen;Gemeente;GM0106
ea7a42bf-1cc6-4d71-8be9-6d1f5b0ce622;50810863;Gemeente Menterwolde;Overig;
20f67ead-3ba6-4982-b6ec-f719ce4e0326;50820753;Gemeente Dantumadiel;Gemeente;GM1891
e84c537e-0c68-4365-a106-ab00d4e3bb68;50839519;Gemeente Rijssen-Holten;Gemeente;GM1742
1c6b30db-4a88-43eb-9dd8-d38563b6b3b6;50852736;Gemeente Veendam;Gemeente;GM0047
ffbb9bc3-cbfe-485d-b12f-e46842d04786;50869744;Gemeente Losser;Gemeente;GM0168
c4d1dd54-dada-4d5e-9d53-de744bce7bcc;50875825;Gemeente Albrandswaard;Gemeente;GM0613
80f9b330-b357-4052-9ee3-a7a61cc6d8ea;50916769;Gemeente Heumen;Gemeente;GM0252
9cc61ce3-b10e-4525-bd20-5b28c21a1771;50920154;Gemeente Werkendam;Overig;
4c164df2-057f-4e95-92a4-8f94d9b2359e;50945149;Gemeente Harlingen;Gemeente;GM0072
a53986c4-5cbc-4ca7-87c6-2a38669cd69c;50986767;Gemeente Lingewaard;Gemeente;GM1705
ab8c9191-6d14-4702-98bb-d2d5bb6a6d85;50987496;North Sea Port Netherlands N.V.;Overig;
78612a98-e623-4447-8065-598319a8366e;50991663;Gemeente Schiedam;Gemeente;GM0606
1a3d70bc-ac75-4853-b17e-697b1b8edbfb;51041510;Gemeente Middelburg;Gemeente;GM0687
8add97a1-63a1-4318-b5b7-358924d87ef2;51048329;Provincie Overijssel;Provincie;PV23
5d6b0ecd-20a7-4a15-bf91-84830a17adb1;51102757;Gemeente Ommen;Gemeente;GM0175
ed4b673b-69fb-474a-b6b1-fe5d9f249025;51137747;Hoogheemraadschap van Rijnland;Waterschap;WS13
0e253778-d8b4-43c2-9ff9-163d5685bdc1;51143313;Gemeente Reimerswaal;Gemeente;GM0703
c31f455e-314b-4dae-8402-ef0542194d0a;51178567;Gemeente Overbetuwe;Gemeente;GM1734
9517267b-6743-437f-86cd-e45f4d1b1ad5;51181584;Waterschap Brabantse Delta;Waterschap;WS25
0148058f-876a-4727-8f60-303f825ba967;51200570;Gemeente Hardinxveld-Giessendam;Gemeente;GM0523
10a33dee-6c52-4bad-819a-0e7feef089fb;51302861;Gemeente het Bildt;Overig;
f0e9aa73-7e35-4b75-b3a1-195e1c37ff46;51309971;Gemeente Kapelle;Gemeente;GM0678
f864e83f-d5dd-49d6-8726-7976bcbc3007;51332493;Gemeente Capelle aan den IJssel;Gemeente;GM0502
3a83a6be-4f07-4017-9d99-212944c80888;51332736;Gemeente Schinnen;Overig;
80e35f5f-e725-452b-9fd0-f23766d00020;51350696;Gemeente Bergen (L.);Gemeente;GM0893
834dfea5-2af4-4e5b-a9bd-765761210bdd;51378469;Gemeente Alblasserdam;Gemeente;GM0482
2d90c519-e023-4b20-a43f-705ed4cdfcee;51392380;Gemeente Brielle;Gemeente;GM0501
93cadb5d-da1c-49bc-bb1a-e4ea61ffcb62;51468751;Provincie Gelderland;Provincie;PV25
8b261e49-61a6-4c42-8820-511476cde2d6;51486075;Gemeente Simpelveld;Gemeente;GM0965
4399a7e1-eb55-4a99-a340-fd07a18b37b8;51487659;Gemeente Beuningen;Gemeente;GM0209
3ee9ea07-d0f5-48a5-925a-e5d7593cb6f3;51488744;Gemeente Maastricht;Gemeente;GM0935
c8c27c14-e698-459d-afce-1a4cab9114b7;51626268;Gemeente Zeist;Gemeente;GM0355
02ef425c-080d-4c75-8d4e-4ae29c7bad55;51640813;Waterschap Scheldestromen;Waterschap;WS42
4ecde900-fd6d-43a4-901f-314023129226;51643324;Gemeente Eijsden-Margraten;Gemeente;GM1903
acfb3a3d-8518-4e47-a761-eb0f870180fa;51651866;Gemeente Echt-Susteren;Gemeente;GM1711
8b4f45bc-dbbf-48b9-8116-adee20477499;51681897;Gemeente Stichtse Vecht;Gemeente;GM1904
82184499-5b26-4ea9-b8b8-77824dd42408;51713942;Real 4 U B.V.;Overig;
c6d0ba61-6471-41dd-9ff9-956cbed24bb1;51791811;Gemeente Súdwest-Fryslân;Gemeente;GM1900
3533193f-df5f-4929-921f-c764c5752a1b;51853876;Gemeente Zundert;Gemeente;GM0879
43410fd4-aa2a-4759-8437-62aa4629b667;51860015;Gemeente Hellevoetsluis;Gemeente;GM0530
c24bfaab-e6d5-416a-98e1-8d9eedbf4dd6;51896125;Gemeente Voerendaal;Gemeente;GM0986
bedecc8f-9736-40ab-abd7-ec279231174e;51984997;Gemeente Stein;Gemeente;GM0971
e5232a33-a2b2-4608-8bb5-0035549da000;52047202;Wiha Grondmechanica;Overig;
77bf7159-e5e9-4b0d-815f-4de874c738f9;52066169;Gemeente Rheden;Gemeente;GM0275
436af2e2-3b08-448f-90bb-50ed017375a9;52188663;Gemeente Onderbanken;Overig;
3aa38aeb-eb92-416a-9a2e-4c6155feea1e;52213463;Hoogheemraadschap van Schieland en de Krimpenerwaard;Waterschap;WS39
0f4937f1-a265-4ffd-aed0-4c592b24254c;52395413;Gemeente Nederweert;Gemeente;GM0946
006d806f-099e-4356-abb8-ae1b3c5f2aea;52505545;Gemeente Bodegraven-Reeuwijk;Gemeente;GM1901
42bd20f0-0a97-40af-9a10-a1a6cae4c37f;52584372;Gemeente Nunspeet;Gemeente;GM0302
501d92b3-a39c-44ed-9b83-451e34d5733b;52605825;Waterschap Hollandse Delta;Waterschap;WS40
07b44a58-37c0-4695-ae47-ae725a7ceeab;52766179;Ministerie van Infrastructuur en Waterstaat;Overig;
d5bd0854-21a7-40ed-aecb-8d33228f5745;52813150;Ministerie van Economische Zaken;Overig;
235eea4a-923c-4bac-b626-a0abdafb215e;52861724;Avallo advies;Overig;
d45f1a43-8556-4a4f-8763-871f0dc14188;52925811;Gemeente Maasgouw;Gemeente;GM1641
b60ff9c1-5f2f-4c59-9645-f47f7249d73e;53009886;Gemeente Hardenberg;Gemeente;GM0160
1be71a05-04e6-4dea-9385-18657658d638;53096096;Gemeente Vianen;Overig;
a319efb8-4229-4e5d-b725-0ba4cfe04146;53309561;Gemeente Wierden;Gemeente;GM0189
12459e51-d847-4986-8fa8-9a4f9b143e29;53418387;Gemeente Bellingwedde;Overig;
b46477bf-83f7-4677-b6c5-0ec7fde0efe6;53878388;Gemeente Oudewater;Gemeente;GM0589
d9331237-8767-4c0e-90e7-2211d8575c49;54137756;Gemeente Steenwijkerland;Gemeente;GM1708
10502cd5-bb66-49d2-9047-b21170757bcd;54294959;Tjaden Adviesbureau voor Grondmechanica B.V.;Overig;
bc7c167e-c139-40a6-ba0d-26af494cd068;54477506;Gemeente Hollands Kroon;Gemeente;GM1911
69761c31-2f98-4eb1-91f7-7281fc086dc3;54521610;Lankelma Adviesbureau;Overig;
2c729165-88a2-43e6-ab71-93c47e4844d3;54552907;Gemeente Zwartewaterland;Gemeente;GM1896
fc8e0dc4-958f-45b0-a8c2-8d4ab300edd9;54596114;Gemeente Krimpen aan den IJssel;Gemeente;GM0542
a9cc180a-d0d0-447d-86ef-3fd9de48ad33;55366643;Omgevingsdienst Midden-Holland;Overig;
51b7bd3a-d8ae-404d-8a24-249d4e14d5e7;56093926;Omgevingsdienst Haaglanden;Overig;
3537ab99-5e2f-43dd-80ef-d7be83ac93db;56515154;HaskoningDHV Nederland B.V.;Overig;
6192534a-2bc3-4eef-bcfd-262a30702160;56679750;Omgevingsdienst Midden- en West-Brabant;Overig;
dd9e533c-2581-43e6-a60c-70e021dc365f;56710240;Gemeente Goeree-Overflakkee;Gemeente;GM1924
ca87869b-9e16-4fde-8f0c-d71f0f2de2d5;56804636;Waterschap Vallei en Veluwe;Waterschap;WS08
f835de9d-9026-4341-b3fd-3e32008d5dab;56838328;Gemeente Schagen;Gemeente;GM0441
c1d7d876-f950-450e-83c3-9b536600b32a;57030707;Gemeente Molenwaard;Overig;
92b8420a-6c79-426f-9f4d-ebbce6599615;57304769;Syntrophos;Overig;
b700e544-2322-4779-b98c-7b4b43045ed9;58545042;Kisters Nederland B.V.;Overig;
515a683e-d15e-42ba-bd04-a59457935620;58972676;Waterschap Vechtstromen;Waterschap;WS44
7315d4ba-1208-4a29-b235-f4a794165eb0;59317833;IntellinQ BV;Overig;
70f6f8b2-9f24-4030-a4bf-b970ac4ceb75;59327626;KYL B.V.;Overig;
da4bcff6-4c05-4a0f-b522-bc9960df76f0;59603925;Gemeente De Fryske Marren;Gemeente;GM1940
a596856c-6630-44fb-88c4-f5ff2f0b6101;59707720;Gemeente Heerenveen;Gemeente;GM0074
8cc1514c-b3c0-4484-b584-a37903496a67;59734817;Gemeente Leeuwarden;Gemeente;GM0080
00476b23-529a-4264-80ff-5f80d710069b;60325674;Meerinzicht;Gemeente;GM0233
eab907ee-1dcb-468b-bbe5-c0bc774b3a1d;61094803;Combinatie Dijkverbetering HOP;Overig;
57528054-037c-4aa8-ad34-ccaf03847617;61469696;IXAS Gaasperdammerweg B.V.;Overig;
b0eece09-c8cd-4fce-a562-643ae713fd3e;61574031;Koops Grondmechanica B.V.;Overig;
232b5906-dc4d-4b16-b340-8051667fb62c;61948888;GSNED B.V.;Overig;
1ddbeac9-55ad-464e-a68a-b4391cb06bc1;62092758;VWB Bodem B.V.;Overig;
b1283fd5-98c3-4eb3-9dd0-a16f2dfa0fb7;62251686;Gemeente Krimpenerwaard;Gemeente;GM1931
227b7648-a0e3-45a2-a96e-da57c5838130;62252046;Gemeente Nissewaard;Gemeente;GM1930
b6dcc33f-0b25-4eb9-9c70-110e4def2e1a;62254944;Gemeente Berg en Dal;Gemeente;GM1945
031af829-36f2-4c14-9e46-cbc76531f92e;62255398;Gemeente Alkmaar;Gemeente;GM0361
d3bf08f9-fb67-45e7-9c66-e04808a8bed5;62696696;RB Geo B.V.;Overig;
